company_name,website,representative,employees,founded,capital,type_url
ライフ&ワークデザイン株式会社,https://business-airport.net/,代表取締役 平地 稔 (東急不動産株式会社 都市事業ユニット/都市事業本部/執行役員 本部長),127名（2026年4月現在）,2015年10月,3000万円,https://type.jp/job-company/31522/
ラーニンギフト株式会社,https://learningift.com/,代表取締役 松園 聡,273名（2026年8月現在）,2018年8月15日,1億円（資本準備金含む）,https://type.jp/job-company/32123/
株式会社リブ・コンサルティング,https://www.libcon.co.jp/,代表取締役 関 厳(せき いわお),350名（2025年4月）,2012年7月,,https://type.jp/job-company/32146/
ライフホーム株式会社,http://www.lifehome.co.jp/,代表取締役 加藤 英四郎,100名,平成23年7月,"1,000万円",https://type.jp/job-company/33479/
楽天ペイメント株式会社,https://payment.rakuten.co.jp/,代表取締役社長 小林重信,688名,2019年4月1日,,https://type.jp/job-company/36990/
楽天ペイメント株式会社【ポジションマッチ登録】,https://payment.rakuten.co.jp/,代表取締役社長 小林 重信,,2019年4月1日,,https://type.jp/job-company/36992/
株式会社リサーチアンドソリューション,https://www.rands-co.com/,代表取締役社長 清見 光生,"約3,635名／単独 約229名（2025年9月末現在）",1979年5月,"連結 867,342千円／単独 10,000千円",https://type.jp/job-company/38325/
株式会社robot home【東証スタンダード上場】,https://corp.robothome.jp/,古木 大咲,249名（連結ベース / 正社員 / 2026年3月末時点）,2006年1月23日,74億70百万円(資本剰余金を含む),https://type.jp/job-company/39926/
株式会社リッチ,https://rich-inc.site/,代表取締役 笠原 拓馬,単体14名 連結560名 ※2026年8月1日現在,2022年4月1日,"9,990,000円",https://type.jp/job-company/40304/
リダクション株式会社,https://reduction.co.jp/,代表取締役社長 西川裕貴,110人,2022年12月2日,2500万円,https://type.jp/job-company/40456/
株式会社リンク,https://corp-link.co.jp/,代表取締役 榎本 直貴,253名（2026年8月時点),2018年11月1日,1億円,https://type.jp/job-company/41697/
株式会社リリー技研,https://lily-tech.net,代表取締役／後藤 渉,,2022年1月,"1,000,000円",https://type.jp/job-company/41992/
株式会社レクション,https://www.rection.co.jp/,代表取締役 益 岳大,11名(男性8名、女性3名)2026年5月18日現在 アルバイト含む,2016年7月1日,"1,000万円",https://type.jp/job-company/42318/
ラッドステイト株式会社,https://radstate.co.jp/,伊藤 真啓,101名,2023年10月10日,2500万円,https://type.jp/job-company/42741/
株式会社ルトラ,https://www.rutla.jp/,代表取締役 中村 健二,170名（2026年8月現在）,2019年9月,2500万円,https://type.jp/job-company/43073/
株式会社ラッセルエステート,https://russell-estate.co.jp/,上場圭祐,15名（2025年4月現在）,2021年7月28日,"10,000,000円",https://type.jp/job-company/44300/
リフト株式会社,https://corp.lift-group.co.jp/,代表取締役 杉村 哲人,80名（グループ含め）※2026年6月末時点,2015年2⽉2⽇（創業）,2660万円（グループ含む）,https://type.jp/job-company/44672/
株式会社ｒｅｌａｔｉｏｎ,https://www.relation2012.com/,代表取締役社長 井上 亮,254名（2026年1月時点）,2012年11月,2500万円,https://type.jp/job-company/45220/
株式会社LULL,https://lull-inc.co.jp/,代表取締役 仁藤 敬介,310名（2026年8月現在）,2019年6月3日,2000万円,https://type.jp/job-company/45345/
株式会社ＬＩＮＥ ＣＡＳＴ ＳＵＰＰＯＲＴ,https://line-rs.co.jp/,小原 築,平均年齢／27歳,2011年8月1日,2000万円,https://type.jp/job-company/45522/
株式会社レッドクリフ,https://redcliff.co.jp,山中 秀範,13名,2014年12月,1000万円,https://type.jp/job-company/45608/
株式会社Ｒｅｚｏｎ,https://rezon.co.jp/,代表取締役 田中 優輝,平均年齢／26歳,2024年5月,1500万円,https://type.jp/job-company/45726/
株式会社流通サービス,https://www.ryutsu.co.jp/recruit/,代表取締役社長：大葉秀樹,5006名（パートタイム雇用含む）,1974年10月21日,"2億4,000万円",https://type.jp/job-company/45755/
株式会社ラポールスター,https://www.rapport-star.com/,代表取締役 林 佑樹,48名,2019年1月,"3,000万円",https://type.jp/job-company/45781/
ランスタッド株式会社 タレントセンター本部,https://www.randstad.co.jp/,代表取締役会長兼CEO カイエタン・スローニナ／代表取締役社長兼COO 猿谷 哲,"43,340名 ※2023年12月末時点",1980年8月,1億円,https://type.jp/job-company/45877/
株式会社 LibertyWorth,https://libertyworth.co.jp/,代表取締役 村田 一弘,3名,2022年7月7日,100万円,https://type.jp/job-company/45991/
ライフイズテック株式会社,https://life-is-tech.com/,代表取締役 CEO 水野 雄介,155名（2024年7月現在）,2010年7月6日（平成22年）,1億円,https://type.jp/job-company/46588/
ラ・ハイナ株式会社,https://la-haina.jp/,代表取締役 武岡 佑樹,,2014年3月4日,"1,000万円",https://type.jp/job-company/46990/
株式会社LIV,https://liv.lol/,代表取締役 小山内 彰彦,150名（内訳：正社員124名、アルバイト26名）,2017年（平成29年）12月21日,,https://type.jp/job-company/47003/
株式会社レムコ,,高橋 洋,,昭和41年10月20日,"30,000,000円",https://type.jp/job-company/48090/
株式会社ＬＩＶＥ ＵＰ,https://to-liveup.com/,代表取締役 新垣 友寿,平均年齢／26歳,2023年8月4日,999万円,https://type.jp/job-company/48504/
株式会社リップス,https://lipps.co.jp/,的場 隆光,,2008年 4月 8日,,https://type.jp/job-company/48790/
株式会社Rower,https://rower.co.jp/,,50名,2024年,,https://type.jp/job-company/48898/
株式会社Ｌｅｇａｃｙ,https://legacy-corp.co.jp/,遠藤 匡大,95名（パートナー含む）,2023年3月3日,"1,000,000円",https://type.jp/job-company/48930/
株式会社ＬＩＮＫＮＯＴ,https://linknot.co.jp/,代表取締役 斉藤 益規,4名,2015年7月2日,300万円,https://type.jp/job-company/48970/
株式会社リベンリ,https://libenri.com/,代表取締役 倉橋康友,40名（パート・業務委託含む）,2018年５月,,https://type.jp/job-company/49073/
株式会社ＲＥＡＢＩＬＩＴＹ,,代表取締役 鈴木 真史,138名,2022年12月15日,"10,000,000円",https://type.jp/job-company/49168/
株式会社REDUCT,https://reduct-company.jp/,【代表取締役】永井 博和,6名,2024年7月17日,"1,000,000円",https://type.jp/job-company/49196/
株式会社レクシード,https://www.rexceed.co.jp/,代表取締役 蒋 明,43名,2014年4月2日,"1,500万円",https://type.jp/job-company/49280/
学校法人立志舎,https://www.all-japan.ac.jp/,理事長 田中 壮,424名,1979年,524億円,https://type.jp/job-company/49425/
ＲＩＺＡＰ建設株式会社,http://www.rizap.jp/,代表取締役社長 幕田 純,,2015年6月5日,,https://type.jp/job-company/49437/
株式会社Life Innovation,https://www.lifekaitori.com/,田中 翔太,70名,2020年,500万円,https://type.jp/job-company/49445/
ラブリー・ペット商事株式会社,https://www.lovelypet.co.jp/,兵頭 正基,320名（パート160名）,昭和45年8月,"9,900万円",https://type.jp/job-company/49474/
株式会社リリーフコミット,https://relief-commit.com/,代表取締役 入江 基行,平均年齢／20代,2022年,100万円,https://type.jp/job-company/49613/
Ｌ’ｅｔｏｉｌｅ株式会社,https://www.letoileinc.com/,代表取締役社長 東 あゆみ,10名,2025年1月23日,"2,000,000円",https://type.jp/job-company/49657/
株式会社Lien,https://www.lien-it.com/,石田 真穂,10名,2024年,"1,000,000円",https://type.jp/job-company/49692/
ライトクルー株式会社,https://lightcrew.co.jp/,取締役社長 久保田 真一,33名,2004年11月,"2,500万円",https://type.jp/job-company/49695/
ロジスティード西日本株式会社,https://www.logisteed.com/westjapan/,代表取締役社長 永野光鹿,"2,759名（2026年3月現在）",1955年(昭和30年)12月1日,1億円,https://type.jp/job-company/49699/
ランサーズ・ワンズソリューション株式会社,https://lancers-os.co.jp/,代表取締役 後藤 信彦,30名,2008年10月,1250万円,https://type.jp/job-company/49713/
株式会社ライブエスト,https://live-est.com/,代表取締役 石川 秀和,55名,2012年7月,"10,000,000円",https://type.jp/job-company/49718/
株式会社Ｌｉｂｅｒａ Ｖａｌｕｅ,https://libera-group.jp/,阿部 樹来・佐々木 聖人,,2021年12月10日,100万円,https://type.jp/job-company/49729/
株式会社Limitex,https://limitex.jp/,八木橋 将人,平均年齢／27歳,,,https://type.jp/job-company/49765/
ラッキー自動車株式会社,https://fuk-luckygroup.co.jp/,代表取締役 川添 福也,,1951年11月,2500万円（グループ総括）,https://type.jp/job-company/49787/
理研計器株式会社【東証プライム上場企業】,https://www.rikenkeiki.co.jp/,代表取締役社長 松本 哲哉,"単体1,147名／連結1,465名（2026年3月末）",1939年 3月15日,"25億6,550万円",https://type.jp/job-company/49811/
株式会社RUSH,https://corp.cardrush.co.jp/,代表取締役／五十嵐 中庸,300名,2015年1月15日,700万円,https://type.jp/job-company/49832/
ＲｅＰａｔｈ株式会社,https://repath.co.jp/,代表取締役／柴田旬也,16名（2026年8月現在）,2024年12月17日,"4,000万円",https://type.jp/job-company/49906/
株式会社リンクアンドモチベーション,https://www.lmi.ne.jp/companydata/overview.html,代表取締役会長 小笹 芳央 代表取締役社長 坂下 英樹,,2000年3月27日,"13億8,061万円",https://type.jp/job-company/49937/
株式会社リンクアンドモチベーション【ポジションマッチ登録】,https://www.lmi.ne.jp/companydata/overview.html,代表取締役会長 小笹 芳央 代表取締役社長 坂下 英樹,,2000年3月27日,"13億8,061万円",https://type.jp/job-company/49938/
株式会社リンクスホールディングス,https://mens-rinx.jp/,代表取締役 長嶺 拓,,2013年,300万円,https://type.jp/job-company/49964/
株式会社Re Axes,https://reaxes.co.jp/,須藤 裕大,47名,2016年09月20日,"41,000,000円",https://type.jp/job-company/49970/
株式会社ワーク・メイツ,http://www.workmates.co.jp/,代表取締役社長 渡里 潤也,74名（2026年1月現在）,1987年7月1日,"5,000万円",https://type.jp/job-company/19252/
株式会社ワールドコーポレーション,https://worldcorp-jp.com/,代表取締役 柴田 直樹,"3,760人（2025年10月時点）",2008年（平成20年）11月,1000万円,https://type.jp/job-company/30000/
株式会社ワールドコーポレーション 採用事業部【上場グループ】,https://worldcorp-jp.com/,代表取締役 柴田 直樹,3000名以上（2025年9月時点）,2008年（平成20年）11月11日,1000万円,https://type.jp/job-company/32603/
株式会社ワールドコンストラクション 【東証一部】 (ワールドホールディングス・グループ),https://www.wcon.co.jp/,代表取締役社長 米澤 孝幸,450名,1999年12月,"9,000万円",https://type.jp/job-company/34733/
株式会社ワーキテクノ,https://wa-ki.jp/,代表取締役 森本 勇貴,680名（2025年1月時点）,2013年12月3日,"1,000万円",https://type.jp/job-company/39246/
株式会社ワンキャリア,https://onecareer.co.jp/,代表取締役社長 宮下 尚之,273名(※2025年6月時点),2015年8月18日,"29,000,000円",https://type.jp/job-company/40617/
株式会社ワーキテクノ 技術部,https://wa-ki.jp/,代表取締役 森本 勇貴,800名（2025年12月時点）,2013年12月,1000万円,https://type.jp/job-company/41505/
株式会社ワーカービー,http://www.w-bee.co.jp/,代表取締役 山内 洋平,44名,1995年11月8日,"1,000万円",https://type.jp/job-company/44428/
株式会社ワンキャリア【ポジションマッチ登録】,https://onecareer.co.jp/about/,代表取締役社長 宮下 尚之,273名(※2025年6月時点),2015年8月18日,"29,000,000円",https://type.jp/job-company/47776/
株式会社ONE WILL,https://one-will.net/,井上 裕貴,35名（業務委託含む）,2024年9月,"2,000万円",https://type.jp/job-company/48626/
株式会社Ｗａｑｕａ テクニカルセンター,,代表取締役社長 ： 松岡徹,従業員数沖縄本社14人／テクニカルセンター10人,2012年9月20日,"20,000,000円",https://type.jp/job-company/48769/
株式会社ＷＯＷＯＷ【ポジションマッチ登録】,https://corporate.wowow.co.jp/,代表取締役 社長執行役員 山本 均,,1984年12月25日,,https://type.jp/job-company/49023/
株式会社One Team Plus,https://one-t-p.com/,栗原 徳一,,2025年（令和7年）7月7日,"3,000,000円",https://type.jp/job-company/49362/
